STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,org_inst,National and international organizations and institutions,sex,Sex,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,AT,Austria,2018,,36.5,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,AT,Austria,2019,,38.9,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,AT,Austria,2020,,39.8,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,AT,Austria,2021,,41.6,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,AT,Austria,2022,,41.4,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,AT,Austria,2023,,42.4,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,AT,Austria,2024,,39.1,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,BA,Bosnia and Herzegovina,2018,,21.1,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,BA,Bosnia and Herzegovina,2019,,21.1,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,BA,Bosnia and Herzegovina,2020,,24.6,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,BA,Bosnia and Herzegovina,2021,,24.6,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,BA,Bosnia and Herzegovina,2022,,24.6,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,BA,Bosnia and Herzegovina,2023,,21.1,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,BE,Belgium,2003,,34.2,,d,definition differs (see metadata),,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,BE,Belgium,2004,,35.6,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,BE,Belgium,2005,,35.9,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,BE,Belgium,2006,,36.5,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,BE,Belgium,2007,,35.9,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,BE,Belgium,2008,,38.9,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,BE,Belgium,2009,,39.8,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,BE,Belgium,2010,,38.8,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,BE,Belgium,2011,,39.3,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,BE,Belgium,2012,,40.1,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,BE,Belgium,2013,,39.7,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,BE,Belgium,2014,,41.1,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,BE,Belgium,2015,,41.4,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,BE,Belgium,2016,,41.6,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,BE,Belgium,2017,,40.7,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,BE,Belgium,2018,,39.5,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,BE,Belgium,2019,,42.4,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,BE,Belgium,2020,,43.3,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,BE,Belgium,2021,,43.8,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,BE,Belgium,2022,,43.8,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,BE,Belgium,2023,,42.9,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,BE,Belgium,2024,,42.8,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,BG,Bulgaria,2003,,25.9,,d,definition differs (see metadata),,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,BG,Bulgaria,2004,,28.0,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,BG,Bulgaria,2005,,21.3,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,BG,Bulgaria,2006,,21.3,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,BG,Bulgaria,2007,,21.8,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,BG,Bulgaria,2008,,21.7,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,BG,Bulgaria,2009,,21.7,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,BG,Bulgaria,2010,,22.1,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,BG,Bulgaria,2011,,22.1,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,BG,Bulgaria,2012,,23.0,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,BG,Bulgaria,2013,,24.6,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,BG,Bulgaria,2014,,20.4,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,BG,Bulgaria,2015,,19.6,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,BG,Bulgaria,2016,,19.2,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,BG,Bulgaria,2017,,25.9,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,BG,Bulgaria,2018,,25.4,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,BG,Bulgaria,2019,,27.1,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,BG,Bulgaria,2020,,27.1,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,BG,Bulgaria,2021,,24.6,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,BG,Bulgaria,2022,,23.8,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,BG,Bulgaria,2023,,24.8,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,BG,Bulgaria,2024,,25.8,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,CY,Cyprus,2003,,10.9,,d,definition differs (see metadata),,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,CY,Cyprus,2004,,9.1,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,CY,Cyprus,2005,,16.4,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,CY,Cyprus,2006,,16.4,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,CY,Cyprus,2007,,16.1,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,CY,Cyprus,2008,,16.1,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,CY,Cyprus,2009,,12.5,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,CY,Cyprus,2010,,12.5,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,CY,Cyprus,2011,,10.7,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,CY,Cyprus,2012,,10.7,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,CY,Cyprus,2013,,14.3,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,CY,Cyprus,2014,,14.3,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,CY,Cyprus,2015,,12.5,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,CY,Cyprus,2016,,17.9,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,CY,Cyprus,2017,,17.9,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,CY,Cyprus,2018,,18.2,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,CY,Cyprus,2019,,17.9,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,CY,Cyprus,2020,,22.2,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,CY,Cyprus,2021,,14.3,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,CY,Cyprus,2022,,14.3,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,CY,Cyprus,2023,,14.3,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,CY,Cyprus,2024,,14.3,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,CZ,Czechia,2004,,13.7,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,CZ,Czechia,2005,,14.7,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,CZ,Czechia,2006,,14.7,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,CZ,Czechia,2007,,14.2,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,CZ,Czechia,2008,,14.9,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,CZ,Czechia,2009,,17.9,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,CZ,Czechia,2010,,20.7,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,CZ,Czechia,2011,,21.3,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,CZ,Czechia,2012,,20.3,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,CZ,Czechia,2013,,18.9,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,CZ,Czechia,2014,,19.2,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,CZ,Czechia,2015,,19.6,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,CZ,Czechia,2016,,20.3,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,CZ,Czechia,2017,,21.4,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,CZ,Czechia,2018,,20.6,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,CZ,Czechia,2019,,20.3,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,CZ,Czechia,2020,,20.4,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,CZ,Czechia,2021,,21.8,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,CZ,Czechia,2022,,23.0,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,CZ,Czechia,2023,,23.8,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,CZ,Czechia,2024,,24.3,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,DE,Germany,2003,,30.9,,d,definition differs (see metadata),,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,DE,Germany,2004,,30.8,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,DE,Germany,2005,,30.0,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,DE,Germany,2006,,31.9,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,DE,Germany,2007,,31.7,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,DE,Germany,2008,,30.7,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,DE,Germany,2009,,31.4,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,DE,Germany,2010,,31.5,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,DE,Germany,2011,,32.4,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,DE,Germany,2012,,32.5,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,DE,Germany,2013,,35.7,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,DE,Germany,2014,,36.6,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,DE,Germany,2015,,36.2,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,DE,Germany,2016,,37.1,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,DE,Germany,2017,,31.7,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,DE,Germany,2018,,31.4,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,DE,Germany,2019,,31.7,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,DE,Germany,2020,,31.4,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,DE,Germany,2021,,34.5,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,DE,Germany,2022,,35.1,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,DE,Germany,2023,,35.4,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,DE,Germany,2024,,35.5,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,DK,Denmark,2003,,38.2,,d,definition differs (see metadata),,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,DK,Denmark,2004,,37.6,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,DK,Denmark,2005,,40.2,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,DK,Denmark,2006,,39.3,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,DK,Denmark,2007,,37.1,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,DK,Denmark,2008,,38.0,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,DK,Denmark,2009,,38.5,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,DK,Denmark,2010,,37.6,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,DK,Denmark,2011,,39.1,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,DK,Denmark,2012,,40.8,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,DK,Denmark,2013,,38.0,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,DK,Denmark,2014,,38.5,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,DK,Denmark,2015,,37.4,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,DK,Denmark,2016,,37.4,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,DK,Denmark,2017,,37.4,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,DK,Denmark,2018,,36.3,,,,,
dataflow,ESTAT:SDG_05_50(1.0),Seats held by women in national parliaments and governments,A,Annual,PARL_NAT,National parliament,F,Females,PC_WMN,Percentage of women,DK,Denmark,2019,,39.7,,,,,
